relative_path,category,word_arabic,word_arabic_stripped,variant
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبِيبٌ.mp4,Diverse,طَبِيبٌ,طبيب,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبِيعَةٌ (إِشَارَة 1).mp4,Diverse,طَبِيعَةٌ,طبيعة,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبِيعِيٌّ (إِشَارَة 1).mp4,Diverse,طَبِيعِيٌّ,طبيعي,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبْعاً.mp4,Diverse,طَبْعاً,طبعا,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَبْلٌ.mp4,Diverse,طَبْلٌ,طبل,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَحِينٌ (إِشَارَة 1).mp4,Diverse,طَحِينٌ,طحين,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَحِينٌ (إِشَارَة 2).mp4,Diverse,طَحِينٌ,طحين,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَحِينٌ (إِشَارَة 3).mp4,Diverse,طَحِينٌ,طحين,3
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَرِيقٌ (إِشَارَة 1).mp4,Diverse,طَرِيقٌ,طريق,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَرِيقٌ (إِشَارَة 2).mp4,Diverse,طَرِيقٌ,طريق,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَرْبُوشٌ.mp4,Diverse,طَرْبُوشٌ,طربوش,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَرْحٌ (الْأَعْدَاد) (إِشَارَة 1).mp4,Diverse,طَرْحٌ (الْأَعْدَاد),طرح (الأعداد),1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَعَامٌ.mp4,Diverse,طَعَامٌ,طعام,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَلَاقٌ (إِشَارَة 1).mp4,Diverse,طَلَاقٌ,طلاق,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَلَاقٌ (إِشَارَة 2).mp4,Diverse,طَلَاقٌ,طلاق,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَلَبٌ (إِشَارَة 1).mp4,Diverse,طَلَبٌ,طلب,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَلَبٌ (إِشَارَة 2).mp4,Diverse,طَلَبٌ,طلب,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَمَاطِمُ (إِشَارَة 1).mp4,Diverse,طَمَاطِمُ,طماطم,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَمَاطِمُ (إِشَارَة 2).mp4,Diverse,طَمَاطِمُ,طماطم,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَنْجَة.mp4,Diverse,طَنْجَة,طنجة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَنْجَرَةُ ضَغْطٍ.mp4,Diverse,طَنْجَرَةُ ضَغْطٍ,طنجرة ضغط,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَوِيلٌ (إِشَارَة 1).mp4,Diverse,طَوِيلٌ,طويل,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طَيَّارٌ (إِشَارَة 1).mp4,Diverse,طَيَّارٌ,طيار,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طُوبٌ.mp4,Diverse,طُوبٌ,طوب,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/طُولٌ (إِشَارَة 1).mp4,Diverse,طُولٌ,طول,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ظَهْرٌ.mp4,Diverse,ظَهْرٌ,ظهر,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ظُفْرٌ.mp4,Diverse,ظُفْرٌ,ظفر,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ظُهْرٌ.mp4,Diverse,ظُهْرٌ,ظهر,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَادَ (إِشَارَة 1).mp4,Diverse,عَادَ,عاد,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَادَ (إِشَارَة 2).mp4,Diverse,عَادَ,عاد,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَاشُورَاءُ.mp4,Diverse,عَاشُورَاءُ,عاشوراء,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَاشِقٌ.mp4,Diverse,عَاشِقٌ,عاشق,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَاصِفَةٌ.mp4,Diverse,عَاصِفَةٌ,عاصفة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَاصِمَةٌ (إِشَارَة 1).mp4,Diverse,عَاصِمَةٌ,عاصمة,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَالَمٌ (إِشَارَة 1).mp4,Diverse,عَالَمٌ,عالم,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَالَمٌ (إِشَارَة 2).mp4,Diverse,عَالَمٌ,عالم,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَالَمٌ (إِشَارَة 3).mp4,Diverse,عَالَمٌ,عالم,3
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَامِلُ تَنْظِيفٍ.mp4,Diverse,عَامِلُ تَنْظِيفٍ,عامل تنظيف,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَامِلُ مَنْجَم.mp4,Diverse,عَامِلُ مَنْجَم,عامل منجم,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَانَقَ.mp4,Diverse,عَانَقَ,عانق,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَائِلَة مَلَكِيَّة.mp4,Diverse,عَائِلَة مَلَكِيَّة,عائلة ملكية,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَجَلَةٌ.mp4,Diverse,عَجَلَةٌ,عجلة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَجُوزٌ.mp4,Diverse,عَجُوزٌ,عجوز,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَجِينٌ (أَطْفَالٌ).mp4,Diverse,عَجِينٌ (أَطْفَالٌ),عجين (أطفال),
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَجِينٌ (طَحِينٌ).mp4,Diverse,عَجِينٌ (طَحِينٌ),عجين (طحين),
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَدَسٌ.mp4,Diverse,عَدَسٌ,عدس,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَدَم (لاَشَيْء).mp4,Diverse,عَدَم (لاَشَيْء),عدم (لاشيء),
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَدَّادٌ (مَاء - كَهْرَبَاء).mp4,Diverse,عَدَّادٌ (مَاء - كَهْرَبَاء),عداد (ماء - كهرباء),
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَدُوٌّ (إِشَارَة 1).mp4,Diverse,عَدُوٌّ,عدو,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَدُوٌّ (إِشَارَة 2).mp4,Diverse,عَدُوٌّ,عدو,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَدْل.mp4,Diverse,عَدْل,عدل,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَرَبَةٌ (إِشَارَة 1).mp4,Diverse,عَرَبَةٌ,عربة,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَرَبَةُ أَطْفَال.mp4,Diverse,عَرَبَةُ أَطْفَال,عربة أطفال,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَرَفَ.mp4,Diverse,عَرَفَ,عرف,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَرُوسَةٌ (إِشَارَة 1).mp4,Diverse,عَرُوسَةٌ,عروسة,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَسَل.mp4,Diverse,عَسَل,عسل,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَشَاء.mp4,Diverse,عَشَاء,عشاء,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَشَرَةُ دَرَاهِم.mp4,Diverse,عَشَرَةُ دَرَاهِم,عشرة دراهم,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَصَّارَةٌ.mp4,Diverse,عَصَّارَةٌ,عصارة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَصِيرٌ.mp4,Diverse,عَصِيرٌ,عصير,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَضَلَةٌ.mp4,Diverse,عَضَلَةٌ,عضلة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَضَّ.mp4,Diverse,عَضَّ,عض,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَطْشَانُ (إِشَارَة 1).mp4,Diverse,عَطْشَانُ,عطشان,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَظْمٌ (إِشَارَة 1).mp4,Diverse,عَظْمٌ,عظم,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَظْمٌ (إِشَارَة 2).mp4,Diverse,عَظْمٌ,عظم,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَفَا.mp4,Diverse,عَفَا,عفا,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَقْرَبٌ (إِشَارَة 1).mp4,Diverse,عَقْرَبٌ,عقرب,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَلاَمَةُ اسْتِفْهَام.mp4,Diverse,عَلاَمَةُ اسْتِفْهَام,علامة استفهام,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَلاَمَةُ التَّنْصِيصِ.mp4,Diverse,عَلاَمَةُ التَّنْصِيصِ,علامة التنصيص,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَلاَمَةُ تَعَجُّبِ.mp4,Diverse,عَلاَمَةُ تَعَجُّبِ,علامة تعجب,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَلَمٌ.mp4,Diverse,عَلَمٌ,علم,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَلَى (إِشَارَة 1).mp4,Diverse,عَلَى,على,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَلَى (إِشَارَة 2).mp4,Diverse,عَلَى,على,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَمٌّ (إِشَارَة 1).mp4,Diverse,عَمٌّ,عم,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَمَلٌ.mp4,Diverse,عَمَلٌ,عمل,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَمَّةٌ (إِشَارَة 1).mp4,Diverse,عَمَّةٌ,عمة,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَمِيقٌ (إِشَارَة 1).mp4,Diverse,عَمِيقٌ,عميق,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَنِيدٌ.mp4,Diverse,عَنِيدٌ,عنيد,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَنْكَبُوتٌ.mp4,Diverse,عَنْكَبُوتٌ,عنكبوت,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَيْنٌ سِحْرِيَّةٌ.mp4,Diverse,عَيْنٌ سِحْرِيَّةٌ,عين سحرية,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عَيْنٌ.mp4,Diverse,عَيْنٌ,عين,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُدَّةٌ (إِشَارَة 1).mp4,Diverse,عُدَّةٌ,عدة,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُدَّةٌ (إِشَارَة 2).mp4,Diverse,عُدَّةٌ,عدة,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُشٌّ.mp4,Diverse,عُشٌّ,عش,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُشْبٌ (إِشَارَة 1).mp4,Diverse,عُشْبٌ,عشب,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُطْلَةٌ (إِشَارَة 1).mp4,Diverse,عُطْلَةٌ,عطلة,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُطْلَةٌ (إِشَارَة 2).mp4,Diverse,عُطْلَةٌ,عطلة,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُكَّازٌ.mp4,Diverse,عُكَّازٌ,عكاز,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُمُرٌ.mp4,Diverse,عُمُرٌ,عمر,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُمْرَة.mp4,Diverse,عُمْرَة,عمرة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُنُقٌ.mp4,Diverse,عُنُقٌ,عنق,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُنْوَانٌ (إِشَارَة 1).mp4,Diverse,عُنْوَانٌ,عنوان,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُنْوَانٌ (إِشَارَة 2).mp4,Diverse,عُنْوَانٌ,عنوان,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُنْوَانٌ (إِشَارَة 3).mp4,Diverse,عُنْوَانٌ,عنوان,3
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عُودُ ثِقَابٍ.mp4,Diverse,عُودُ ثِقَابٍ,عود ثقاب,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِجْلٌ.mp4,Diverse,عِجْلٌ,عجل,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِرْقٌ.mp4,Diverse,عِرْقٌ,عرق,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِشْرُونَ دِرْهَماً.mp4,Diverse,عِشْرُونَ دِرْهَماً,عشرون درهما,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِطْرٌ.mp4,Diverse,عِطْرٌ,عطر,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِلاَجٌ.mp4,Diverse,عِلاَجٌ,علاج,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِلْمٌ.mp4,Diverse,عِلْمٌ,علم,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِمَارَةٌ (إِشَارَة 1).mp4,Diverse,عِمَارَةٌ,عمارة,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِمَارَةٌ (إِشَارَة 2).mp4,Diverse,عِمَارَةٌ,عمارة,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِمَامَةٌ.mp4,Diverse,عِمَامَةٌ,عمامة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِنْدَ (إِشَارَة 1).mp4,Diverse,عِنْدَ,عند,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِنْدَهَا (إِشَارَة 1).mp4,Diverse,عِنْدَهَا,عندها,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِنْدَهُ (إِشَارَة 1).mp4,Diverse,عِنْدَهُ,عنده,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِنْدِي (إِشَارَة 1).mp4,Diverse,عِنْدِي,عندي,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِنْدِي (إِشَارَة 2).mp4,Diverse,عِنْدِي,عندي,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدٌ (إِشَارَة 1).mp4,Diverse,عِيدٌ,عيد,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدٌ (إِشَارَة 2).mp4,Diverse,عِيدٌ,عيد,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدٌ (إِشَارَة 3).mp4,Diverse,عِيدٌ,عيد,3
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدٌ (إِشَارَة 4).mp4,Diverse,عِيدٌ,عيد,4
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الاِسْتِقْلاَلِ (إِشَارَة 1).mp4,Diverse,عِيدُ الاِسْتِقْلاَلِ,عيد الاستقلال,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الاِسْتِقْلاَلِ (إِشَارَة 2).mp4,Diverse,عِيدُ الاِسْتِقْلاَلِ,عيد الاستقلال,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الشَّبَابِ (إِشَارَة 1).mp4,Diverse,عِيدُ الشَّبَابِ,عيد الشباب,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الشَّبَابِ (إِشَارَة 2).mp4,Diverse,عِيدُ الشَّبَابِ,عيد الشباب,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ المَوْلِدِ النَّبَوِيِّ (إِشَارَة 1).mp4,Diverse,عِيدُ المَوْلِدِ النَّبَوِيِّ,عيد المولد النبوي,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ المِيلَادِ (إِشَارَة 1).mp4,Diverse,عِيدُ المِيلَادِ,عيد الميلاد,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ المِيلَادِ (إِشَارَة 2).mp4,Diverse,عِيدُ المِيلَادِ,عيد الميلاد,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الْأَضْحَى (إِشَارَة 1).mp4,Diverse,عِيدُ الْأَضْحَى,عيد الأضحى,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الْأَضْحَى (إِشَارَة 2).mp4,Diverse,عِيدُ الْأَضْحَى,عيد الأضحى,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الْفِطْرِ (إِشَارَة 1).mp4,Diverse,عِيدُ الْفِطْرِ,عيد الفطر,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/عِيدُ الْفِطْرِ (إِشَارَة 2).mp4,Diverse,عِيدُ الْفِطْرِ,عيد الفطر,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَاضِبٌ (إِشَارَة 1).mp4,Diverse,غَاضِبٌ,غاضب,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَاضِبٌ (إِشَارَة 2).mp4,Diverse,غَاضِبٌ,غاضب,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَاضِبٌ (إِشَارَة 3).mp4,Diverse,غَاضِبٌ,غاضب,3
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَالٍ.mp4,Diverse,غَالٍ,غال,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَائِبٌ.mp4,Diverse,غَائِبٌ,غائب,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَداً.mp4,Diverse,غَداً,غدا,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَذَاء.mp4,Diverse,غَذَاء,غذاء,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَذَّى.mp4,Diverse,غَذَّى,غذى,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَرْبٌ.mp4,Diverse,غَرْبٌ,غرب,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَزَالٌ (إِشَارَة 1).mp4,Diverse,غَزَالٌ,غزال,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَزَالٌ (إِشَارَة 2).mp4,Diverse,غَزَالٌ,غزال,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَزَلَ (الصُّوفَ) (إِشَارَة 1).mp4,Diverse,غَزَلَ (الصُّوفَ),غزل (الصوف),1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَسَلَ (الْيَدَيْن).mp4,Diverse,غَسَلَ (الْيَدَيْن),غسل (اليدين),
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَسْلُ السَّيَّارَاتِ.mp4,Diverse,غَسْلُ السَّيَّارَاتِ,غسل السيارات,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَشَّ (إِشَارَة 1).mp4,Diverse,غَشَّ,غش,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَشَّ (إِشَارَة 2).mp4,Diverse,غَشَّ,غش,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَنَّى (إِشَارَة 1).mp4,Diverse,غَنَّى,غنى,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَنِيٌّ (إِشَارَة 1).mp4,Diverse,غَنِيٌّ,غني,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَنِيٌّ (إِشَارَة 2).mp4,Diverse,غَنِيٌّ,غني,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَيَّرَ (إِشَارَة 1).mp4,Diverse,غَيَّرَ,غير,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غَيَّرَ (إِشَارَة 2).mp4,Diverse,غَيَّرَ,غير,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُبَارٌ.mp4,Diverse,غُبَارٌ,غبار,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُرفَةُ الْأَكْلِ.mp4,Diverse,غُرفَةُ الْأَكْلِ,غرفة الأكل,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُرُوبٌ (إِشَارَة 1).mp4,Diverse,غُرُوبٌ,غروب,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُرْفَةٌ.mp4,Diverse,غُرْفَةٌ,غرفة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُرْفَةُ الْجُلُوسِ.mp4,Diverse,غُرْفَةُ الْجُلُوسِ,غرفة الجلوس,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُصْنٌ.mp4,Diverse,غُصْنٌ,غصن,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُلاَمٌ (إِشَارَة 1).mp4,Diverse,غُلاَمٌ,غلام,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُلاَمٌ (إِشَارَة 2).mp4,Diverse,غُلاَمٌ,غلام,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُلاَمٌ (إِشَارَة 3).mp4,Diverse,غُلاَمٌ,غلام,3
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غُورِيلاَّ.mp4,Diverse,غُورِيلاَّ,غوريلا,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غِطَاءٌ.mp4,Diverse,غِطَاءٌ,غطاء,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/غِلاَفٌ بْلاَسْتِيكِي.mp4,Diverse,غِلاَفٌ بْلاَسْتِيكِي,غلاف بلاستيكي,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَارِسٌ (إِشَارَة 1).mp4,Diverse,فَارِسٌ,فارس,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَارِغٌ (إِشَارَة 1).mp4,Diverse,فَارِغٌ,فارغ,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَارِغٌ (إِشَارَة 2).mp4,Diverse,فَارِغٌ,فارغ,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَاصِلَة.mp4,Diverse,فَاصِلَة,فاصلة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَاصِلَةٌ مَنْقُوطَة.mp4,Diverse,فَاصِلَةٌ مَنْقُوطَة,فاصلة منقوطة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَاكْس (إِشَارَة 1).mp4,Diverse,فَاكْس,فاكس,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَائِدَةٌ.mp4,Diverse,فَائِدَةٌ,فائدة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَائِضٌ.mp4,Diverse,فَائِضٌ,فائض,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَأْرٌ (إِشَارَة 1).mp4,Diverse,فَأْرٌ,فأر,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَأْرٌ (إِشَارَة 2).mp4,Diverse,فَأْرٌ,فأر,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَأْرَةُ الْحَاسُوبِ (إِشَارَة 1).mp4,Diverse,فَأْرَةُ الْحَاسُوبِ,فأرة الحاسوب,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَتَحَ.mp4,Diverse,فَتَحَ,فتح,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَتَّاحُ الْقَوَارِير.mp4,Diverse,فَتَّاحُ الْقَوَارِير,فتاح القوارير,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَتَّشَ (إِشَارَة 1).mp4,Diverse,فَتَّشَ,فتش,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَتَّشَ (إِشَارَة 2).mp4,Diverse,فَتَّشَ,فتش,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَتْرَةٌ.mp4,Diverse,فَتْرَةٌ,فترة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَجْأَةً.mp4,Diverse,فَجْأَةً,فجأة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَجْرٌ (إِشَارَة 1).mp4,Diverse,فَجْرٌ,فجر,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَجْرٌ (إِشَارَة 2).mp4,Diverse,فَجْرٌ,فجر,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَحَصَ (إِشَارَة 1).mp4,Diverse,فَحَصَ,فحص,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرَاشَةٌ.mp4,Diverse,فَرَاشَةٌ,فراشة,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرَاغٌ (وَقْت).mp4,Diverse,فَرَاغٌ (وَقْت),فراغ (وقت),
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرَاوْلَة (إِشَارَة 1).mp4,Diverse,فَرَاوْلَة,فراولة,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرَاوْلَة (إِشَارَة 2).mp4,Diverse,فَرَاوْلَة,فراولة,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرَاوْلَة (إِشَارَة 3).mp4,Diverse,فَرَاوْلَة,فراولة,3
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرَسُ النَّهْرِ.mp4,Diverse,فَرَسُ النَّهْرِ,فرس النهر,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَرِحٌ.mp4,Diverse,فَرِحٌ,فرح,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَطُور.mp4,Diverse,فَطُور,فطور,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَعَلَ (إِشَارَة 1).mp4,Diverse,فَعَلَ,فعل,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَعَلَ (إِشَارَة 2).mp4,Diverse,فَعَلَ,فعل,2
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَقِيرٌ.mp4,Diverse,فَقِيرٌ,فقير,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَقْرُ الدَّمِ (إِشَارَة 1).mp4,Diverse,فَقْرُ الدَّمِ,فقر الدم,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَكَّرَ.mp4,Diverse,فَكَّرَ,فكر,
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَمٌ (إِشَارَة 1).mp4,Diverse,فَمٌ,فم,1
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فَمٌ (إِشَارَة 2).mp4,Diverse,فَمٌ,فم,2
